Tags,Oznake
Stale Days,Stale dana
Standard,standard
Standard Buying,standard Kupovina
Standard DocType cannot have default print format,Standard DOCTIPE ne može imati podrazumevani format za štampanje
Standard Document Types,Standard dokument vrste
Standard Not Set,Standard Nije set
Standard Print Format cannot be updated,Standard Štampa formatu ne mogu da se ažurira
Standard Print Style cannot be changed. Please duplicate to edit.,Standard Štampa Stil ne može da se promeni. Molimo Vas da duplikat da izmenite.
Standard Rated Expenses,Standard ocenjeni Troškovi
Standard Reports,Standard Izveštaji
Standard Selling,standard Prodaja
Standard Selling Rate,Standard Prodaja kurs
Standard Selling Rate should be greater than zero.,Standard Prodaja kurs treba da bude veća od nule.
Standard Sidebar Menu,Standard Bočna traka menija
Standard Tax Exemption Amount,Standardna Poreska Oslobađanje Iznos
Standard Template,standard Šablon
Standard Terms and Conditions that can be added to Sales and Purchases.Examples:1. Validity of the offer.1. Payment Terms (In Advance,Standardni uslovi koji se mogu dodati da prodaje i kupovine  Primeri:.  1. Rok važenja ponude.  1. Uslovi plaćanja (unapred
Standard rated supplies in {0},Standardni rated zalihe u {0}
Standard rich text editor with controls,Standard bogat tekst editor sa kontrolama
Standard roles cannot be disabled,Standardne uloge se ne može isključiti
Standard roles cannot be renamed,Standardne uloge se ne može preimenovati
"Standard tax template that can be applied to all Purchase Transactions. This template can contain list of tax heads and also other expense heads like ""Shipping""","Standard poreza šablon koji se može primeniti na sve transakcije kupovine. Ovaj obrazac može da sadrži spisak poreskih glava i takođe Ostali rashodi glave kao ""Prevoz"""
"Standard tax template that can be applied to all Sales Transactions. This template can contain list of tax heads and also other expense / income heads like ""Shipping""","Standard poreza šablon koji se može primeniti na sve prodajne transakcije. Ovaj obrazac može da sadrži spisak poreskih glava kao i druge glave trošak / prihod kao ""Prevoz"""
Standing Name,standing Ime
Standings,Tabela
Start,Početak
Start Date,Datum početka
Start Date Field,Datum početka Polje
Start Date cannot be before the current date,Datum početka ne može biti prije tekući datum
Start Date of Agreement can't be greater than or equal to End Date.,Datum početka sporazuma ne može biti veći ili jednak na krajnji datum.
Start Day,Početak Dan
Start Import,Početak Uvoz
Start Time,Vreme Početka
Start Year,Početak Godina
Start Year and End Year are mandatory,Početak godine i krajnje godine su obavezna
Start a conversation.,Započnite razgovor.
Start and End Dates,Početni i završni datumi
Start and end dates not in a valid Payroll Period,Start i krajnji datum nije na valjan perioda isplate
Start and end dates not in a valid Payroll Period,Start i krajnji datum nije na valjan perioda isplate
Start date of current invoice's period,Datum početka perioda aktuelne faktura je
Start date should be less than end date for Item {0},Datum početka treba da bude manji od krajnjeg datuma za tačke {0}
Start date should be less than end date for task {0},Datum početka treba da bude manji od krajnjeg datuma za zadatak {0}
Start date: {0},Datum početka: {0}
Start day is greater than end day in task '{0}',Početak dan je veći od krajnjeg dana u zadatku '{0}'
Start entering data below this line,Počnite da unosite podatke ispod ove linije
Start new Format,Početak novi format
Start on,Počinje
StartTLS,STARTTLS
Started,Started
Started Time,Started Vreme
Starting Frappe ...,Pokretanje frape ...
Starting location from left edge,Polazeći lokacija s leve ivice
Starting position from top edge,Startna pozicija od gornje ivice
Starts on,počinje na
State,Pokrajina
State/Province,Pokrajina
State/UT Tax,State / UTMOSTONE Porez
Statement of Account,Izjava računa
Statement of Accounts,Izjava računa
States,države
Static Parameters,Static Parametri
Statistical Component,Statistički Komponenta
Stats,statistika
Stats Time Interval,Statistika Vremenski interval
Stats based on last month's performance (from {0} to {1}),Stats na osnovu učinka prošlog meseca (od {0} do {1})
Stats based on last week's performance (from {0} to {1}),Stats na osnovu učinka prošlonedeljnog (od {0} do {1})
Status,Status
Status Updated,status ažurirano
Status must be Cancelled or Completed,Status mora biti otkazana ili Završen
Status must be one of {0},Status mora biti jedna od {0}
Status: {0},Status: {0}
Statutory info and other general information about your Supplier,Statutarna info i druge opšte informacije o vašem dobavljaču
Step,Korak
Position Detail,Detalji pozicije
Steps,koraci
Position Price,Uobičajena cena Pozicije
General Info,Osnovne Informacije
Steps Table,koraci Tabela
Platform,Platforma
Steps to verify your login,Koraci da proveri svoju prijavu
Stock,Magacin
Usual Duration,Uobičajeno trajanje
Stock Adjustment,stock Prilagođavanje
Stock Adjustment Account,Ispravke Lagera konto
Stock Ageing,Starenje Lagera
Stock Analytics,Analitika Lagera
Stock Assets,stock sredstva
Stock Available,stock Dostupno
Stock Balance,Lager
Stock Balance Report,Izveštaj Lagera
Stock Details,Detalji Lagera
Stock Entries already created for Work Order,Stok Zapisi već napravljenim radi reda
Stock Entry,Prenos Lagera
Stock Entry (Outward GIT),Prenos lagera (pasivnog GIT-)
Stock Entry Child,Stock Stupanje Dete
Stock Entry Detail,Stock Stupanje Detalj
Stock Entry Type,Tip Prenosa Lagera
Stock Entry has been already created against this Pick List,Stock Stupanje je već stvorena protiv ovog Pick List
Stock Entry {0} created,Stock Stupanje {0} je napravljena
Stock Entry {0} created and,Stock Stupanje {0} stvorio i
Stock Entry {0} is not submitted,Stock Stupanje {0} ne podnese
Stock Expenses,stock Troškovi
Stock Frozen Upto,Stock Smrznuta Upto
Stock In Hand,Stock in Hand
Stock Ledger,Knjiga Lagera
Stock Reports,Izveštaji Lagera
Stock Ledger Entries and GL Entries are reposted for the selected Purchase Receipts,Stock knjiga Zapisi i GL Prijave se postavljati za izabrane kupovine Primanja
Stock Ledger Entry,Stock knjiga Stupanje
Stock Ledger ID,Stock Ledžer ID
Stock Levels,Stanje Lagera
Stock Liabilities,stock Obaveze
Stock Manager,stock direktor
Stock Options,stock Opcije
Stock Projected Qty,Projektovana Količina Lagera
Stock Qty,Količina Lagera
Stock Qty vs Serial No Count,Količina Lagera vs Serijski Broj
Stock Queue (FIFO),"Stock Red (FIFO,)"
Stock Received But Not Billed,Primljen ali ne naplaćen
Stock Reconciliation,Popis Lagera
Stock Reconciliation Item,Stock Pomirenje artikla
Stock Reconciliations,stock Izmirenja
Stock Settings,Podešavanja Skladišta
Stock Summary,Pregled Lagera
Stock UOM,JM Lagera
Stock Uom,JM Lagera
Stock User,stock Korisnik
Stock Value,Vrednost Lagera
Stock Value ({0}) and Account Balance ({1}) are out of sync for account {2} and it's linked warehouses as on {3}.,Vrednost akcije ({0}) i stanja na računu ({1}) nisu sinhronizovani na računu {2} i da je povezana skladišta i na {3}.
Stock Value Difference,Vrednost akcije Razlika
Stock and Account Value Comparison,Poređenje Lagera i Vrednosti Računa
Stock balance in Batch {0} will become negative {1} for Item {2} at Warehouse {3},Stock stanje u batch {0} će postati negativna {1} za tačkom {2} u skladištu {3}
Stock cannot be updated against Delivery Note {0},Stock ne može da se ažurira protiv otpremnica {0}
Stock cannot be updated against Purchase Receipt {0},Stock ne može da se ažurira protiv Purchase prijemu {0}
Stock cannot exist for Item {0} since has variants,Stock ne može postojati za stavku {0} od ima varijante
Stock quantity not enough for Item Code: {0} under warehouse {1}. Available quantity {2}.,Stock količina nije dovoljna za Šifra: {0} pod skladišta {1}. Raspoloživa količina {2}.
Stock quantity to start the Procedure is not available in the Warehouse {0}. Do you want to record a Stock Entry?,Količina zaliha za pokretanje postupka nije dostupan u skladištu {0}. Da li želite da snimite Stok unos?
Stock transactions before {0} are frozen,Stock transakcije pre {0} su zamrznuti
Stock transactions that are older than the mentioned days cannot be modified.,"Stok transakcije koje su starije od navedenih dana, ne mogu da se menjaju."
Stop,Zaustaviti
Quick Access,Brz pristup
Stop Birthday Reminders,Stop Birthdai Podsetnik
Stop Reason,stop Razlog
Stop users from making Leave Applications on following days.,Stop korisnici iz odluka Leave aplikacije na sledećim danima.
Stopped,Stopped
Stopped Work Order cannot be cancelled,Stopped Radni nalog ne može biti otkazana
Storage Temperature,Temperatura skladištenja
Stores,Prodavnice
Stores - {0},Stores - {0}
Stores the JSON of last known versions of various installed apps. It is used to show release notes.,Skladišti JSON od poslednjih poznatih verzije raznih instaliranih aplikacija. Koristi se pokazati beleške.
Straight Line,Prava linija
Straight rows of keys are easy to guess,Prave reda tastera je lako pogoditi
Stranica nedostaje ili je premeštena,Stranica Nedostaje ili je PREMEŠTENA
Strength,snaga
Strictly based on Log Type in Employee Checkin,Strogo na osnovu Log Tip u zaposlenih Checkin
Strip EXIF tags from uploaded images,Strip EKSIF oznake iz otpremljene slike
Stripe Settings,Stripe Podešavanja
Structures have been assigned successfully,Strukture su uspešno dodeljeni
Student,Učenik
Student Activity,student Aktivnost
Student Address,student Adresa
Student Admission,student Ulaz
Student Admission Program,Student Ulaz program
Student Admissions,Student Prijemni
Student Applicant,student Podnosilac
Student Attendance,student Prisustvo
Student Attendance Tool,Student Prisustvo Alat
Student Attendance record {0} already exists against the Student {1},Student Prisustvo rekord {0} već postoji protiv Studenta {1}
Student Batch,student Serija
Student Batch Name,Student Serija Ime
Student Batch-Wise Attendance,Student Serija-Mudri Prisustvo
Student Batches help you track attendance,Student Paketi pomoći da pratite posećenost
Student Category,student Kategorija
Student Details,student Detalji
Student Email,student-mail
Student Email Address,Student-mail adresa
Student Email ID,Student-mail ID
Student Fee Collection,Student Naknada Kolekcija
Student Group,student Grupa
Student Group Creation Tool,Student Grupa Stvaranje Alat
Student Group Creation Tool Course,Student Grupa Stvaranje Alat kurs
Student Group Instructor,Student Grupa Instruktor
Student Group Name,Student Ime grupe
Student Group Strength,Student Grupa Snaga
Student Group Student,Student Grupa student
Student Group is already updated.,Student Grupa je već ažuriran.
Student Group:,Student Grupa:
Student Guardian,student Gardijan
Student ID,studentska
Student ID:,Studentska kartica:
Student LMS Activity,Student ZS aktivnosti
Student Language,student Jezik
Student Leave Application,Student odsustvo primene
Student Log,student se
Student Mobile No.,Student Mobilni broj
Student Mobile Number,Student Broj mobilnog telefona
Student Monthly Attendance Sheet,Student Mesečno Prisustvo list
Student Name,Ime studenta
Student Name:,Ime studenta:
Student Report Card,Student Izveštaj kartica
Student Report Generation Tool,Student Izveštaj generacija Alat
Student Sibling,student Sibling
Student Siblings,student Braća i sestre
Student and Guardian Contact Details,Student i Guardian kontakt detalji
Student is already enrolled via Course Enrollment {0},Student je već upisano preko kursa Upis {0}
Student is already enrolled.,Student je već upisano.
Student with email {0} does not exist,Student sa e-pošte {0} ne postoji
Student {0} - {1} appears Multiple times in row {2} & {3},Student {0} - {1} Izgleda više puta u nizu {2} & {3}
Student {0} does not belong to group {1},Student {0} ne pripadaju grupi {1}
Student {0} exist against student applicant {1},Student {0} postoje protiv podnosioca prijave studenta {1}
Student {0}: {1} does not belong to Student Group {2},Student {0}: {1} ne pripada student Grupa {2}
Students,Studenti
Students HTML,Studenti HTML-
Students are at the heart of the system,Studenti su u srcu sistema
Studying in Same Institute,Studiranje u istom institutu
Style,stil
Style Settings,Podešavanja Stila
Style represents the button color: Success - Green,Stil predstavlja boju dugme: Uspeh - Green
Stylesheet,stilesheet
Sub Assemblies,sub skupštine
Sub Procedure,sub Procedura
Sub Type,sub Tip
Sub-assembly BOM Count,Sub-sklop BOM Točka
Sub-contracting,Pod-ugovaranje
"Sub-currency. For e.g. ""Cent""","Sub-valuta. Za npr ""Cent"""
Sub-domain provided by erpnext.com,Sub-domen obezbeđuje erpnekt.com
Subcontract,podugovor
Subcontracted Item,podugovoreni artikla
Subcontracted Item To Be Received,Podizvođenje Stavka koja će biti primljena
Subcontracted Raw Materials To Be Transferred,Podugovoreni sirovine koje će biti prenete
Subcontracting,Podugovaranje
Subdomain,poddomen
Subject,Predmet
Subject Field,predmet polje
Subject Field type should be Data,Naslov Vrsta polja treba da budu podataka
Submission Date,Datum podnošenja
Submit,Primeni
Submit After Import,Pošalji posle uvoza
Submit Journal Entries,Pošalji Journal Entries
Submit Proof,dostavi dokaze
Submit Review,Pošalji komentar
Submit Salary Slip,Pošalji ponudi Slip
Submit after importing,Pošalji nakon uvoza
Submit an Issue,Podnese Issue
Submit on Creation,Pošalji na stvaranju
Submit this Work Order for further processing.,Pošalji ovaj radni nalog za dalju preradu.
Submit this document to complete this step.,Dostavi ovaj dokument da popunite ovaj korak.
Submit this document to confirm,Podnesi ovaj dokument da ga potvrdiš
Submit this to create the Employee record,Pošalji ovo da stvori zapis Emploiee
Submit {0} documents?,Submit {0} dokumenata?
Submiting {0},Dostavljanje {0}
Submitted,Podneseno
Submitted Date,Submitted Date
Submitted Document cannot be converted back to draft. Transition row {0},Dostavljen dokument ne može da se konvertuje nazad u nacrtu. Transition red {0}
Submitting,podnošenje
Submitting Salary Slips and creating Journal Entry...,Podnošenje ponudi klizi i stvaranje Journal Entri ...
Submitting Salary Slips...,Podnošenje dela plate...
Submitting...,Podnošenje ...
Subscription,pretplata
Subscription Activated,pretplata Activated
Subscription End,pretplata Kraj
Subscription End Date,Pretplata Datum završetka
Subscription End Date is mandatory to follow calendar months,Pretplata Datum završetka je obavezna da prati kalendarskih meseci
Subscription End Date must be after {0} as per the subscription plan,Pretplata Datum završetka mora biti nakon {0} po planu pretplate
